lat,lon,wikidata
41.9315211,12.4856511,Q3747370
41.8814447,12.519195,Q74574057
41.8983031,12.481382,Q3968656
41.9043904,12.494452,Q983774
41.9042974,12.4887672,Q857540
41.9187196,12.5023882,Q3747402
41.8880402,12.4673272,Q3747364
41.866839,12.5420132,Q3908713
41.9077644,12.4796845,Q1085738
41.8868574,12.5047903,Q3747378
41.8916861,12.4697976,Q3747421
