ID;GEST;NUM;Localisati;ADR_S;dep;ARRO;MODELE;NB;TYPE_ENP;CLASSEE;COMPTEUR;OUV_HIVER;SDF;EN_SERVICE;COMM;ADR_APUR;ARR;code;CFA;NUM1;LET;TYPV;LIBV;CLE;num_ox;ARRO1;QUA;A_BOIRE;Geo Shape;Geo Point
802.0;DVD;14/145;;159 Boulevard Brune;75.0;75014;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;159 Boulevard Brune;114;14.0;1333;159;;BD;BRUNE;1333-159;;14.0;55.0;1;"{""type"": ""Point"", ""coordinates"": [2.320543605465164, 48.82454034726319]}";48.8245403473,2.32054360547
1194.0;DVD;18/115;;16 Avenue de Saint-Ouen;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;16 Avenue de Saint Ouen;118;14.0;8718;16;;AV;SAINT OUEN;8718-16;;18.0;69.0;1;"{""type"": ""Point"", ""coordinates"": [2.326007362356379, 48.88817603947313]}";48.8881760395,2.32600736236
314.0;DVD;8/102;;38 rue Vignon;75.0;75008;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;38 rue Vignon;108;14.0;9804;38;;RUE;VIGNON;9804-38;;9.0;34.0;1;"{""type"": ""Point"", ""coordinates"": [2.32620019738326, 48.87219240531796]}";48.8721924053,2.32620019738
46.0;DVD;2/111;;37 Boulevard des Capucines;75.0;75002;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;37 Boulevard des Capucines;102;14.0;1524;37;;BD;CAPUCINES;1524-37;;2.0;5.0;1;"{""type"": ""Point"", ""coordinates"": [2.329441743459704, 48.87001320767569]}";48.8700132077,2.32944174346
1136.0;DEVE;;Suare rue Henri-Huchard;36 avenue de la Porte-de-St Ouen;75.0;75018;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;36 avenue de la Porte de SAINT Ouen;118;4.0;7693;36;;AV;PORTE DE SAINT OUEN;7693-36;;18.0;69.0;1;"{""type"": ""Point"", ""coordinates"": [2.330735625216795, 48.899755866138804]}";48.8997558661,2.33073562522
342.0;DVD;9/136;;65 Boulevard de Clichy;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;65 Boulevard de Clichy;109;14.0;2113;65;;BD;CLICHY;2113-65;;9.0;33.0;1;"{""type"": ""Point"", ""coordinates"": [2.33136029483547, 48.88385232286869]}";48.8838523229,2.33136029484
1169.0;DDEEES;;Marché Ney;142 boulevard Ney;75.0;75018;Borne marché;1.0;Non;Non;;;;;;142 boulevard Ney;118;13.0;6743;142;;BD;NEY;6743-142;;18.0;69.0;0;"{""type"": ""Point"", ""coordinates"": [2.337766508461733, 48.897997301484565]}";48.8979973015,2.33776650846
1112.0;EDP;3;;20 rue Norvins;75.0;75018;Applique;1.0;Non;;Oui;Oui;;;;20 rue Norvins;118;2.0;6823;20;;RUE;NORVINS;6823-20;;18.0;69.0;1;"{""type"": ""Point"", ""coordinates"": [2.339452020855687, 48.88708522058112]}";48.8870852206,2.33945202086
678.0;DDEEES;;Marché Alésia;131 rue de la Santé;75.0;75013;Borne marché;1.0;Non;Non;;;;;;131 rue de la Sante;113;13.0;8809;131;;RUE;SANTE;8809-131;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.3418088578447, 48.82759465172315]}";48.8275946517,2.34180885784
182.0;DDEEES;;Marché Port Royal;74 ter boulevard de Port Royal;75.0;75005;Borne marché;1.0;Non;Non;;;;;;74 ter boulevard de Port Royal;105;13.0;7740;74;T;BD;PORT ROYAL;7740-74T;;5.0;19.0;0;"{""type"": ""Point"", ""coordinates"": [2.342053407684437, 48.83848283269317]}";48.8384828327,2.34205340768
338.0;DVD;9/114;;45 Boulevard de Rochechouart;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;45 Boulevard de Rochechouart;109;14.0;8288;45;;BD;ROCHECHOUART;8288-45;;9.0;36.0;1;"{""type"": ""Point"", ""coordinates"": [2.343643634568358, 48.882568745431]}";48.8825687454,2.34364363457
658.0;DEVE;94;;233 ter rue de Tolbiac;75.0;75013;Fontaine ornementale;1.0;;;;;;;;233 ter rue de Tolbiac;113;12.0;9337;233;T;RUE;TOLBIAC;9337-233T;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.343378743994165, 48.826104146781475]}";48.8261041468,2.34337874399
22.0;DDEEES;;Marché Saint-Eustache-Les-Halles;2 rue Montmartre;75.0;75001;Borne marché;1.0;Non;Non;;;;;;2 rue Montmartre;101;13.0;6513;2;;RUE;MONTMARTRE;6513-2;;1.0;2.0;0;"{""type"": ""Point"", ""coordinates"": [2.34583246446857, 48.86343671742964]}";48.8634367174,2.34583246447
667.0;DDEEES;;Marché Bobilllot;100 rue Bobillot;75.0;75013;Borne marché;1.0;Non;Non;;;;;;100 rue Bobillot;113;13.0;1040;100;;RUE;BOBILLOT;1040-100;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.347563152323718, 48.82307022607297]}";48.8230702261,2.34756315232
175.0;DPA;29;Fontaine Sainte-Geneviève;Rue de la Montagne Sainte Geneviève;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;non accessible;Rue de la Montagne Sainte Genevieve;105;12.0;6448;1;;RUE;MONTAGNE SAINTE GENEVIEVE;6448-1;numnr;5.0;17.0;0;"{""type"": ""Point"", ""coordinates"": [2.348510193101062, 48.84733697624341]}";48.8473369762,2.3485101931
154.0;DPA;18;Fontaine Contrescarpe;1 place de la contrescarpe;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;1 place de la contrescarpe;105;12.0;2298;1;;PL;CONTRESCARPE;2298-1;;5.0;17.0;0;"{""type"": ""Point"", ""coordinates"": [2.349381193033667, 48.84450903224447]}";48.8445090322,2.34938119303
31.0;DVD;1/106;;55 Boulevard Sébastopol;75.0;75001;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;55 Boulevard Sebastopol;101;14.0;8894;55;;BD;SEBASTOPOL;8894-55;;1.0;2.0;1;"{""type"": ""Point"", ""coordinates"": [2.350068649267225, 48.86236293878806]}";48.8623629388,2.35006864927
725.0;DVD;13/131;;Boulevard Arago;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;bd Arago;113;14.0;0402;1;;BD;ARAGO;0402-1;numnr;13.0;52.0;1;"{""type"": ""Point"", ""coordinates"": [2.346436540681457, 48.83494461045884]}";48.8349446105,2.34643654068
108.0;DPA;14;Fontaine Saint-Merry;16 rue du Renard;75.0;75004;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;16 rue du Renard;104;12.0;8132;16;;RUE;RENARD;8132-16;;4.0;13.0;0;"{""type"": ""Point"", ""coordinates"": [2.352688136340363, 48.85925409709037]}";48.8592540971,2.35268813634
386.0;DVD;10/126;;3 Rue Ambroise Paré;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;3 Rue Ambroise Pare;110;14.0;0262;3;;RUE;AMBROISE PARE;0262-3;;10.0;37.0;1;"{""type"": ""Point"", ""coordinates"": [2.353120753469489, 48.88176371221342]}";48.8817637122,2.35312075347
94.0;DEVE;;Square des Berges de l'Hôtel de Ville;2 rue de Brosse;75.0;75004;Modèle spécifique;1.0;Non;Non;Non;;Oui;Oui;;2 rue de Brosse;104;7.0;1319;2;;RUE;BROSSE;1319-2;;4.0;14.0;1;"{""type"": ""Point"", ""coordinates"": [2.353262112526519, 48.85479269217953]}";48.8547926922,2.35326211253
63.0;EDP;2;;263 rue Saint-Martin;75.0;75003;Wallace;1.0;Non;;Oui;Non;;;;263 rue Saint Martin;103;11.0;8694;263;;RUE;SAINT MARTIN;8694-263;;3.0;9.0;1;"{""type"": ""Point"", ""coordinates"": [2.353354014746181, 48.86729881037524]}";48.8672988104,2.35335401475
661.0;DEVE;89;Bassin;63 rue du Moulin de la Pointe;75.0;75013;Fontaine ornementale;1.0;;;;;;;;63 rue du Moulin de la Pointe;113;12.0;6589;63;;RUE;MOULIN DE LA POINTE;6589-63;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.35733244669361, 48.82061650342174]}";48.8206165034,2.35733244669
677.0;DDEEES;;Marché Maison Blanche;128 avenue d'Italie;75.0;75013;Borne marché;1.0;Non;Non;;;;;;128 avenue d Italie;113;13.0;4754;128;;AV;ITALIE;4754-128;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.357949728398129, 48.823607056230095]}";48.8236070562,2.3579497284
79.0;DEVE;;Square Albert-Schweitzer;10 rue de l'Hôtel-de-Ville;75.0;75004;Borne-fontaine;1.0;Non;Non;Non;Oui;Oui;Oui;;10 rue de l Hotel de Ville;104;4.0;4668;10;;RUE;HOTEL DE VILLE;4668-10;;4.0;14.0;1;"{""type"": ""Point"", ""coordinates"": [2.35835558370528, 48.853640828534594]}";48.8536408285,2.35835558371
685.0;DDEEES;;Marché Salpêtrière;24 boulevard de l'Hôpital;75.0;75013;Borne marché;1.0;Non;Non;;;;;;24 boulevard de l Hopital;113;13.0;4649;24;;BD;HOPITAL;4649-24;;5.0;18.0;0;"{""type"": ""Point"", ""coordinates"": [2.362839552674455, 48.841257327248776]}";48.8412573272,2.36283955267
709.0;DVD;13/119;;26 Place Jeanne d'Arc;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;26 Place Jeanne d Arc;113;14.0;4929;26;;PL;JEANNE D ARC;4929-26;;13.0;50.0;1;"{""type"": ""Point"", ""coordinates"": [2.368922744176289, 48.829862202782095]}";48.8298622028,2.36892274418
416.0;DEVE;;Jardin Chemin Vert / Pelée;boulevard Richard-Lenoir;75.0;75011;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;bd Richard Lenoir;111;4.0;8208;1;;BD;RICHARD LENOIR;8208-1;numnr;11.0;43.0;1;"{""type"": ""Point"", ""coordinates"": [2.371688865517261, 48.859044875176615]}";48.8590448752,2.37168886552
1276.0;DDEEES;;Marché Porte d'Aubervilliers;5 avenue de la Porte d'Aubervilliers;75.0;75019;Borne marché;1.0;Non;Non;;;;;;5 avenue de la Porte d Aubervilliers;119;13.0;7642;5;;AV;PORTE D AUBERVILLIERS;7642-5;;18.0;72.0;0;"{""type"": ""Point"", ""coordinates"": [2.370743308863712, 48.89938131954524]}";48.8993813195,2.37074330886
664.0;DPA;59;Fontaine Chen Zhen;Place Augusta Holmes;75.0;75013;Fontaine ornementale;1.0;Non;Non;;Non;;Oui;;pl Augusta Holmes;113;12.0;0536;1;;PL;AUGUSTA HOLMES;0536-1;numnr;13.0;49.0;0;"{""type"": ""Point"", ""coordinates"": [2.370333218487287, 48.83929920867267]}";48.8392992087,2.37033321849
501.0;DEVE;;Viaduc des Arts;Avenue Daumesnil;75.0;75012;Borne-fontaine;3.0;Non;Non;Non;Non;Oui;Oui;;av Daumesnil;112;4.0;2584;1;;AV;DAUMESNIL;2584-1;numnr;12.0;48.0;1;"{""type"": ""Point"", ""coordinates"": [2.382395184922641, 48.844142225188776]}";48.8441422252,2.38239518492
430.0;EDP;32;;44 rue Jean-Pierre Timbaud;75.0;75011;Wallace;1.0;Non;;Oui;Non;;;;44 rue Jean Pierre Timbaud;111;11.0;4939;44;;RUE;JEAN PIERRE TIMBAUD;4939-44;;11.0;41.0;1;"{""type"": ""Point"", ""coordinates"": [2.371869606947653, 48.86631684113344]}";48.8663168411,2.37186960695
1277.0;DDEEES;;Marché Villette;62  boulevard de la Villette;75.0;75019;Borne marché;1.0;Non;Non;;;;;;62  boulevard de la Villette;119;13.0;9838;62;;BD;VILLETTE;9838-62;;19.0;76.0;0;"{""type"": ""Point"", ""coordinates"": [2.374013134712019, 48.87505420247521]}";48.8750542025,2.37401313471
479.0;DVD;11/124;;58 Avenue de la République;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;58 Avenue de la Republique;111;14.0;8158;58;;AV;REPUBLIQUE;8158-58;;11.0;42.0;1;"{""type"": ""Point"", ""coordinates"": [2.375569725281186, 48.86492819885973]}";48.8649281989,2.37556972528
1253.0;DEVE;151;Fontaine et bassin;6 rue Pierre Reverdy;75.0;75019;Fontaine ornementale;1.0;;;;;;;;6 rue Pierre Reverdy;119;12.0;7476;6;;RUE;PIERRE REVERDY;7476-6;;19.0;73.0;0;"{""type"": ""Point"", ""coordinates"": [2.377377249423555, 48.8855395812121]}";48.8855395812,2.37737724942
510.0;EDP;42;;122 rue de Charenton;75.0;75012;Wallace;1.0;Non;;Oui;Non;;;;122 rue de Charenton;112;11.0;1794;122;;RUE;CHARENTON;1794-122;;12.0;48.0;1;"{""type"": ""Point"", ""coordinates"": [2.379318281993407, 48.846296873394415]}";48.8462968734,2.37931828199
1251.0;EDP;86;;51 rue Simon Bolivar;75.0;75019;Wallace;1.0;Non;;Oui;Non;;;;51 rue Simon Bolivar;119;11.0;8978;51;;AV;SIMON BOLIVAR;8978-51;;19.0;76.0;1;"{""type"": ""Point"", ""coordinates"": [2.379286805257613, 48.87646521261919]}";48.8764652126,2.37928680526
1225.0;DEVE;;Parc des Buttes-Chaumont;1 rue Botzaris;75.0;75019;Borne-fontaine;8.0;Non;Non;Non;Non;Oui;Oui;jardin en travaux en 2013-2014;1 rue Botzaris;119;4.0;1127;1;;RUE;BOTZARIS;1127-1;;19.0;76.0;1;"{""type"": ""Point"", ""coordinates"": [2.381699947338007, 48.87985018103396]}";48.879850181,2.38169994734
414.0;DEVE;;Square Jean-Aicard;Avenue Jean-Aicard;75.0;75011;Borne-fontaine;3.0;Non;Non;Non;Non;Oui;Oui;;av Jean Aicard;111;4.0;4845;1;;AV;JEAN AICARD;4845-1;numnr;11.0;42.0;1;"{""type"": ""Point"", ""coordinates"": [2.380970646877461, 48.86548502276764]}";48.8654850228,2.38097064688
410.0;DEVE;;Square des rues Mercoeur et Belfort;4 rue Mercoeur;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;N;;4 rue Mercoeur;111;4.0;6274;4;;RUE;MERCOEUR;6274-4;;11.0;43.0;1;"{""type"": ""Point"", ""coordinates"": [2.383097928654518, 48.85668626240511]}";48.8566862624,2.38309792865
447.0;DDEEES;;Marché Père-Lachaise;123 Boulevard de Ménilmontant;75.0;75011;Borne marché;1.0;Non;Non;;;;;;123 Boulevard de Menilmontant;111;13.0;6267;123;;BD;MENILMONTANT;6267-123;;11.0;42.0;0;"{""type"": ""Point"", ""coordinates"": [2.383945605118289, 48.8660001384467]}";48.8660001384,2.38394560512
1280.0;DVD;19/116;;14 Rue Meynadier;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;14 Rue Meynadier;119;14.0;6313;14;;RUE;MEYNADIER;6313-14;;19.0;76.0;1;"{""type"": ""Point"", ""coordinates"": [2.383634465963842, 48.883561686593744]}";48.8835616866,2.38363446596
418.0;DEVE;;Square Frot-Phalsbourg;Cité Phalsbourg;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;Cite Phalsbourg;111;4.0;7370;1;;CI;PHALSBOURG;7370-1;numnr;11.0;43.0;1;"{""type"": ""Point"", ""coordinates"": [2.385583513790026, 48.856075501018545]}";48.856075501,2.38558351379
405.0;DEVE;;Square de la Folie-Regnault;20 rue de la Folie-Regnault;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;20 rue de la Folie Regnault;111;4.0;3703;20;;RUE;FOLIE REGNAULT;3703-20;;11.0;43.0;1;"{""type"": ""Point"", ""coordinates"": [2.387721106204018, 48.857534550617004]}";48.8575345506,2.3877211062
419.0;DEVE;;Jardin de l'impasse des Jardiniers;impasse des Jardiniers;75.0;75011;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;impasse des Jardiniers;111;4.0;4826;1;;IMP;JARDINIERS;4826-1;numnr;11.0;44.0;1;"{""type"": ""Point"", ""coordinates"": [2.39106000587203, 48.852083067952314]}";48.852083068,2.39106000587
560.0;DDEEES;;Marché Daumesnil;32 boulevard de Reuilly;75.0;75012;Borne marché;1.0;Non;Non;;;;;;32 boulevard de Reuilly;112;13.0;8174;32;;BD;REUILLY;8174-32;;12.0;46.0;0;"{""type"": ""Point"", ""coordinates"": [2.392906479456653, 48.83922753104644]}";48.839227531,2.39290647946
459.0;DDEEES;;Marché Charonne;91 boulevard de Charonne;75.0;75011;Borne marché;1.0;Non;Non;;;;;;91 boulevard de Charonne;111;13.0;1887;91;;BD;CHARONNE;1887-91;;11.0;44.0;0;"{""type"": ""Point"", ""coordinates"": [2.395602334722054, 48.855017939684984]}";48.8550179397,2.39560233472
1285.0;DVD;19/117;;21 Avenue de la Porte Brunet;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;21 Avenue de la Porte Brunet;119;14.0;7634;21;;AV;PORTE BRUNET;7634-21;;19.0;75.0;1;"{""type"": ""Point"", ""coordinates"": [2.397590522803233, 48.88393352461003]}";48.8839335246,2.3975905228
1322.0;DEVE;89-91;Belleville;40 rue du Télégraphe;75.0;75020;Borne-fontaine;3.0;Non;Non;Non;Non;Non;Oui;;40 rue du Telegraphe;120;4.0;9188;40;;RUE;TELEGRAPHE;9188-40;;20.0;78.0;1;"{""type"": ""Point"", ""coordinates"": [2.400552700788639, 48.87474539185158]}";48.8747453919,2.40055270079
1383.0;DDEEES;;Marché Réunion;73 place de la Réunion;75.0;75020;Borne marché;1.0;Non;Non;;;;;;73 place de la Reunion;120;13.0;8179;73;;PL;REUNION;8179-73;;20.0;80.0;0;"{""type"": ""Point"", ""coordinates"": [2.401209501521034, 48.85587850440889]}";48.8558785044,2.40120950152
1379.0;DDEEES;;Marché Réunion;66 place de la Réunion;75.0;75020;Borne marché;1.0;Non;Non;;;;;;66 place de la Reunion;120;13.0;8179;66;;PL;REUNION;8179-66;;20.0;80.0;0;"{""type"": ""Point"", ""coordinates"": [2.4012773160187, 48.855682884929756]}";48.8556828849,2.40127731602
517.0;DEVE;77;Fontaine Minerve;1 place Edouard Renard;75.0;75012;Fontaine ornementale;1.0;;;;;;;;1 place Edouard Renard;112;12.0;3156;1;;PL;EDOUARD RENARD;3156-1;;12.0;45.0;0;"{""type"": ""Point"", ""coordinates"": [2.407289977785798, 48.835280153352834]}";48.8352801534,2.40728997779
1410.0;DVD;20/115;;5 Avenue de la Porte de Montreuil;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;5 Avenue de la Porte de Montreuil;120;14.0;7678;5;;AV;PORTE DE MONTREUIL;7678-5;;20.0;80.0;1;"{""type"": ""Point"", ""coordinates"": [2.411318529031024, 48.85396543278786]}";48.8539654328,2.41131852903
750.0;DEVE;;Square de l'Aspirant Dunand;Place Jacques Demy;75.0;75014;Borne-fontaine;2.0;Non;Non;Non;Oui;Oui;Oui;;pl Jacques Demy;114;4.0;4783;1;;PL;JACQUES DEMY;4783-1;prob;0.0;0.0;1;"{""type"": ""Point"", ""coordinates"": [2.32630284468161, 48.83197550935231]}";48.8319755094,2.32630284468
158.0;DPA;26;Fontaine Maubert;1 place Maubert;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;1 place Maubert;105;12.0;6181;1;;PL;MAUBERT;6181-1;prob;0.0;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.348520430755389, 48.85023443106502]}";48.8502344311,2.34852043076
562.0;DDEEES;;Marché Saint-Eloi;36 bis rue de Reuilly;75.0;75012;Borne marché;1.0;Non;Non;;;;;;36 bis rue de Reuilly;112;13.0;8175;36;B;RUE;REUILLY;8175-36B;prob;0.0;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.387277579098972, 48.84553590042773]}";48.8455359004,2.3872775791
134.0;DEVE;;Jardin Tino Rossi;Quai Saint Bernard;75.0;75005;Applique;1.0;Non;Non;Non;Non;Oui;Oui;;qu Saint Bernard;105;2.0;8499;1;;QU;SAINT BERNARD;8499-1;prob;0.0;0.0;1;"{""type"": ""Point"", ""coordinates"": [2.359840552297984, 48.84803125025914]}";48.8480312503,2.3598405523
643.0;DEVE;;Square Georges Hénocque;Place Georges Hénocque;75.0;75013;Salamandre;1.0;Non;Non;Non;Non;Oui;Oui;;pl Georges Henocque;113;9.0;?;2;;#N/A;#N/A;?-2;prob;0.0;0.0;1;"{""type"": ""Point"", ""coordinates"": [2.353134716692534, 48.823839755427336]}";48.8238397554,2.35313471669
544.0;DEVE;88;Plan d’eau, rivière et fontaine de la roseraie;route de la Ferme;75.0;75012;Fontaine ornementale;1.0;;;;;;;;route de la Ferme;112;12.0;R571;2;;RTE;FERME;R571-2;prob;0.0;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.456552064746804, 48.822548492920475]}";48.8225484929,2.45655206475
530.0;DEVE;81;Parc floral - Fontaine Stahly;2 route de la Pyramide;75.0;75012;Fontaine ornementale;1.0;;;;;;;;2 route de la Pyramide;112;12.0;Z673;2;;RTE;PYRAMIDE;Z673-2;prob;0.0;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.44192456693539, 48.83830686383263]}";48.8383068638,2.44192456694
1027.0;DDEEES;;Marché Gros La Fontaine;9 rue La Fontaine;75.0;75016;Borne marché;1.0;Non;Non;;;;;;9 rue La Fontaine;116;13.0;5249;9;;RUE;JEAN DE LA FONTAINE;5249-9;;16.0;61.0;0;"{""type"": ""Point"", ""coordinates"": [2.274995466318662, 48.85228407879719]}";48.8522840788,2.27499546632
850.0;EDP;3;;2 rue de la Montagne de la Fage;75.0;75015;Fontaine pétillante;1.0;Non;Non;Oui;Non;;;;2 rue de la Montagne de la Fage;115;6.0;6455;2;;RUE;MONTAGNE DE LA FAGE;6455-2;;15.0;60.0;1;"{""type"": ""Point"", ""coordinates"": [2.273972940921057, 48.842249015245635]}";48.8422490152,2.27397294092
883.0;DEVE;124;Jardin Blanc;2 rue de la Montagne de la Fage;75.0;75015;Fontaine ornementale;1.0;;;;;;;non accessible;2 rue de la Montagne de la Fage;115;12.0;6455;2;;RUE;MONTAGNE DE LA FAGE;6455-2;;15.0;60.0;0;"{""type"": ""Point"", ""coordinates"": [2.273978863802501, 48.84151171282668]}";48.8415117128,2.2739788638
858.0;DEVE;;Jardin noir;214 rue St Charles;75.0;75015;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;214 rue SAINT Charles;115;7.0;8513;214;;RUE;SAINT CHARLES;8513-214;;15.0;60.0;1;"{""type"": ""Point"", ""coordinates"": [2.277233941424459, 48.83824610783837]}";48.8382461078,2.27723394142
1037.0;DVD;16/107;;39 boulevard de l’Amiral Bruix;75.0;75016;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;39 bd de l’Amiral Bruix;116;14.0;0279;39;;BD;AMIRAL BRUIX;0279-39;;16.0;63.0;1;"{""type"": ""Point"", ""coordinates"": [2.279443335253601, 48.87546264235485]}";48.8754626424,2.27944333525
919.0;DDEEES;;Marché Lecourbe;358 rue Lecourbe;75.0;75015;Borne marché;1.0;Non;Non;;;;;;358 rue Lecourbe;115;13.0;5456;358;;RUE;LECOURBE;5456-358;;15.0;60.0;0;"{""type"": ""Point"", ""coordinates"": [2.282167744659061, 48.83652606040488]}";48.8365260604,2.28216774466
906.0;DDEEES;;Marché Saint-Charles;135 rue Saint Charles;75.0;75015;Borne marché;1.0;Non;Non;;;;;;135 rue Saint Charles;115;13.0;8513;135;;RUE;SAINT CHARLES;8513-135;;15.0;60.0;0;"{""type"": ""Point"", ""coordinates"": [2.283114900197651, 48.84366219116737]}";48.8436621912,2.2831149002
835.0;DEVE;;Jardin Nicole-de-Hauteclocque;23 rue Desaix;75.0;75015;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;23 rue Desaix;115;4.0;2713;23;;RUE;DESAIX;2713-23;;15.0;59.0;1;"{""type"": ""Point"", ""coordinates"": [2.294334972600232, 48.85233393362988]}";48.8523339336,2.2943349726
897.0;DPA;;Fontaine;place Etienne Pernet;75.0;75015;Fontaine ornementale;1.0;;;;;;;;pl Etienne Pernet;115;12.0;3396;1;;PL;ETIENNE PERNET;3396-1;numnr;15.0;60.0;0;"{""type"": ""Point"", ""coordinates"": [2.29262020281685, 48.84321160366139]}";48.8432116037,2.29262020282
1029.0;DVD;16/121;;12 Place des Etats-Unis;75.0;75016;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;12 Place des Etats Unis;116;14.0;3381;12;;PL;ETATS UNIS;3381-12;;16.0;64.0;1;"{""type"": ""Point"", ""coordinates"": [2.293350363720402, 48.86825469491696]}";48.8682546949,2.29335036372
249.0;DEVE;36;Fontaine Suzanne;1 avenue Anatole France;75.0;75007;Fontaine ornementale;1.0;;;;;;;;1 avenue Anatole France;107;12.0;0306;1;;AV;ANATOLE FRANCE;0306-1;;7.0;28.0;0;"{""type"": ""Point"", ""coordinates"": [2.301966658374591, 48.85289950049162]}";48.8528995005,2.30196665837
963.0;DVD;15/154;;Place Dupleix;75.0;75015;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl Dupleix;115;14.0;3005;1;;PL;DUPLEIX;3005-1;numnr;15.0;59.0;1;"{""type"": ""Point"", ""coordinates"": [2.295024679491965, 48.85092921993274]}";48.8509292199,2.29502467949
866.0;EDP;61;;35 rue Alain Chartier;75.0;75015;Wallace;1.0;Non;;Oui;Oui;;;;35 rue Alain Chartier;115;11.0;0108;35;;RUE;ALAIN CHARTIER;0108-35;;15.0;57.0;1;"{""type"": ""Point"", ""coordinates"": [2.296455505948666, 48.83752451912445]}";48.8375245191,2.29645550595
273.0;DVD;7/103;;place de la Résistance;75.0;75007;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl de la Resistance;107;14.0;8163;1;;PL;RESISTANCE;8163-1;numnr;7.0;28.0;1;"{""type"": ""Point"", ""coordinates"": [2.300933221825547, 48.86268168471309]}";48.8626816847,2.30093322183
732.0;DEVE;;Square Julia-Bartet;1 rue Julia-Bartet;75.0;75014;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;1 rue Julia Bartet;114;4.0;5110;1;;RUE;JULIA BARTET;5110-1;;14.0;56.0;1;"{""type"": ""Point"", ""coordinates"": [2.303564555224908, 48.82621865264368]}";48.8262186526,2.30356455522
780.0;DDEEES;;Marché Brune;49 boulevard Brune;75.0;75014;Borne marché;1.0;Non;Non;;;;;;49 boulevard Brune;114;13.0;1333;49;;BD;BRUNE;1333-49;;14.0;56.0;0;"{""type"": ""Point"", ""coordinates"": [2.30970619363571, 48.826690583671464]}";48.8266905837,2.30970619364
771.0;DDEEES;;Marché Villemain;18 avenue Georges Lafenestre;75.0;75014;Borne marché;1.0;Non;Non;;;;;;18 avenue Georges Lafenestre;114;13.0;4135;18;;AV;GEORGES LAFENESTRE;4135-18;;14.0;56.0;0;"{""type"": ""Point"", ""coordinates"": [2.309823117732484, 48.82457305895567]}";48.824573059,2.30982311773
301.0;DEVE;43;Bassin Université;Avenue Winston Churchill;75.0;75008;Fontaine ornementale;1.0;;;;;;;;av Winston Churchill;108;12.0;9967;1;;AV;WINSTON CHURCHILL;9967-1;numnr;8.0;29.0;0;"{""type"": ""Point"", ""coordinates"": [2.314118886962565, 48.8669676613344]}";48.8669676613,2.31411888696
734.0;DEVE;;Jardin place Losserand-Suisse;143 rue Raymond-Losserand,;75.0;75014;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;143 rue Raymond Losserand;114;4.0;8061;143;;RUE;RAYMOND LOSSERAND;8061-143;;14.0;56.0;1;"{""type"": ""Point"", ""coordinates"": [2.314016418890456, 48.83116953807907]}";48.8311695381,2.31401641889
