ID;GEST;NUM;Localisati;ADR_S;dep;ARRO;MODELE;NB;TYPE_ENP;CLASSEE;COMPTEUR;OUV_HIVER;SDF;EN_SERVICE;COMM;ADR_APUR;ARR;code;CFA;NUM1;LET;TYPV;LIBV;CLE;num_ox;ARRO1;QUA;A_BOIRE;Geo Shape;Geo Point
1032.0;DVD;16/123;;21 Avenue du Général Sarrail;75.0;75016;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;21 Avenue du General Sarrail;116;14.0;4083;21;;AV;GENERAL SARRAIL;4083-21;;16.0;61.0;1;"{""type"": ""Point"", ""coordinates"": [2.255506608891871, 48.845527460760195]}";48.8455274608,2.25550660889
1019.0;DDEEES;;Marché Point du Jour;215 avenue de Versailles;75.0;75016;Borne marché;1.0;Non;Non;;;;;;215 avenue de Versailles;116;13.0;9706;215;;AV;VERSAILLES;9706-215;;16.0;61.0;0;"{""type"": ""Point"", ""coordinates"": [2.258705182133613, 48.83815218711849]}";48.8381521871,2.25870518213
1036.0;DVD;16/135;;38 Avenue Raphaël;75.0;75016;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;38 av Raphaël;116;14.0;8039;38;;AV;RAPHAEL;8039-38;;16.0;62.0;1;"{""type"": ""Point"", ""coordinates"": [2.266864236454206, 48.85726511645727]}";48.8572651165,2.26686423645
986.0;DEVE;;Jardin Place Rodin;Place Rodin;75.0;75016;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;pl Rodin;116;4.0;8302;1;;PL;RODIN;8302-1;numnr;16.0;61.0;1;"{""type"": ""Point"", ""coordinates"": [2.270518722298808, 48.85309395862923]}";48.8530939586,2.2705187223
856.0;DEVE;;Parc André Citroën;2 rue de la Montagne de la Fage;75.0;75015;Modèle spécifique;4.0;Non;Non;Non;Non;Oui;Oui;;2 rue de la Montagne de la Fage;115;7.0;6455;2;;RUE;MONTAGNE DE LA FAGE;6455-2;;15.0;60.0;1;"{""type"": ""Point"", ""coordinates"": [2.275778646930915, 48.84091690765736]}";48.8409169077,2.27577864693
904.0;DDEEES;;Marché Saint-Charles;119 rue Saint Charles;75.0;75015;Borne marché;1.0;Non;Non;;;;;;119 rue Saint Charles;115;13.0;8513;119;;RUE;SAINT CHARLES;8513-119;;15.0;60.0;0;"{""type"": ""Point"", ""coordinates"": [2.283816065036872, 48.8444664065895]}";48.8444664066,2.28381606504
846.0;EDP;17;;59 rue Saint Charles;75.0;75015;Borne-fontaine;1.0;Non;;Oui;Non;;;;59 rue Saint Charles;115;4.0;8513;59;;RUE;SAINT CHARLES;8513-59;;15.0;59.0;1;"{""type"": ""Point"", ""coordinates"": [2.287593954018269, 48.848899711869095]}";48.8488997119,2.28759395402
1000.0;DEVE;139;Rivière Ouest;1 place de Varsovie;75.0;75016;Fontaine ornementale;1.0;;;;;;;;1 place de Varsovie;116;12.0;9604;1;;PL;VARSOVIE;9604-1;;16.0;62.0;0;"{""type"": ""Point"", ""coordinates"": [2.291065461518392, 48.86216403373799]}";48.8621640337,2.29106546152
938.0;DVD;15/109;;150 rue de la Convention;75.0;75015;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;150 rue de la Convention;115;14.0;2300;150;;RUE;CONVENTION;2300-150;;15.0;57.0;1;"{""type"": ""Point"", ""coordinates"": [2.291516505285985, 48.83933851199272]}";48.839338512,2.29151650529
857.0;DEVE;;Square Saint-Lambert;2 rue Jean Formigé;75.0;75015;Modèle spécifique;2.0;Non;Non;Non;Non;Oui;Oui;;2 rue Jean Formige;115;7.0;4889;2;;RUE;JEAN FORMIGE;4889-2;;15.0;57.0;1;"{""type"": ""Point"", ""coordinates"": [2.296171181491452, 48.84248661806781]}";48.8424866181,2.29617118149
956.0;DVD;15/142;;68 Avenue de Suffren;75.0;75015;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;68 Avenue de Suffren;115;14.0;9114;68;;AV;SUFFREN;9114-68;;15.0;59.0;1;"{""type"": ""Point"", ""coordinates"": [2.297942867622255, 48.85271677294107]}";48.8527167729,2.29794286762
936.0;DVD;15/116;;1 Place Adolphe Chérioux;75.0;75015;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Place Adolphe Cherioux;115;14.0;0059;1;;PL;ADOLPHE CHERIOUX;0059-1;;15.0;57.0;1;"{""type"": ""Point"", ""coordinates"": [2.300120424678267, 48.84102631728327]}";48.8410263173,2.30012042468
302.0;DPA;40;Fontaine François 1er;Place François 1er;75.0;75008;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;pl Francois 1er;108;12.0;3813;2;;PL;FRANCOIS IER;3813-2;numnr;8.0;29.0;0;"{""type"": ""Point"", ""coordinates"": [2.307766755639454, 48.866230552368776]}";48.8662305524,2.30776675564
957.0;DVD;15/117;;68 rue de la Procession;75.0;75015;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;68 rue de la Procession;115;14.0;7845;68;;RUE;PROCESSION;7845-68;;15.0;57.0;1;"{""type"": ""Point"", ""coordinates"": [2.30965183667554, 48.83642247119025]}";48.8364224712,2.30965183668
815.0;DVD;14/116;;41 Rue Didot;75.0;75014;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;41 Rue Didot;114;14.0;2794;41;;RUE;DIDOT;2794-41;;14.0;56.0;1;"{""type"": ""Point"", ""coordinates"": [2.320364473414034, 48.83191671985779]}";48.8319167199,2.32036447341
760.0;EDP;57;;77 rue de la Tombe Issoire;75.0;75014;Wallace;1.0;Non;;Oui;Non;;;;77 rue de la Tombe Issoire;114;11.0;9342;77;;RUE;TOMBE ISSOIRE;9342-77;;14.0;54.0;1;"{""type"": ""Point"", ""coordinates"": [2.332300206561269, 48.82770080555797]}";48.8277008056,2.33230020656
759.0;EDP;51;;63 avenue René Coty;75.0;75014;Wallace;1.0;Non;;Oui;Non;;;;63 avenue Rene Coty;114;11.0;8144;63;;AV;RENE COTY;8144-63;;14.0;54.0;1;"{""type"": ""Point"", ""coordinates"": [2.336115532645679, 48.824379870198925]}";48.8243798702,2.33611553265
1188.0;DVD;18/130;;133 Rue Damrémont;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;133 Rue Damremont;118;14.0;2534;133;;RUE;DAMREMONT;2534-133;;18.0;69.0;1;"{""type"": ""Point"", ""coordinates"": [2.338251344377398, 48.896667637279656]}";48.8966676373,2.33825134438
676.0;DDEEES;;Marché Alésia;126 rue de la Glacière;75.0;75013;Borne marché;1.0;Non;Non;;;;;;126 rue de la Glaciere;113;13.0;4201;126;;RUE;GLACIERE;4201-126;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.342141084004179, 48.82756215954446]}";48.8275621595,2.342141084
324.0;DEVE;;Square d'Anvers;Place d'Anvers;75.0;75009;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;pl d Anvers;109;4.0;0394;1;;PL;ANVERS;0394-1;numnr;9.0;36.0;1;"{""type"": ""Point"", ""coordinates"": [2.344318307343824, 48.88227547778605]}";48.8822754778,2.34431830734
14.0;DEVE;7;Jardin des Halles - Fontaine du  Jardin des Fleurs;32 rue Berger;75.0;75001;Fontaine ornementale;1.0;;;;;;;;32 rue Berger;101;12.0;0885;32;;RUE;BERGER;0885-32;;1.0;2.0;0;"{""type"": ""Point"", ""coordinates"": [2.346151508904596, 48.862702518491936]}";48.8627025185,2.3461515089
17.0;DEVE;10;Jardin des Halles - Fontaine Saint Eustache;32 rue Berger;75.0;75001;Fontaine ornementale;1.0;;;;;;;;32 rue Berger;101;12.0;0885;32;;RUE;BERGER;0885-32;;1.0;2.0;0;"{""type"": ""Point"", ""coordinates"": [2.344453583316797, 48.86328811176008]}";48.8632881118,2.34445358332
1179.0;DDEEES;;Marché Ornano;41 boulevard Ornano;75.0;75018;Borne marché;1.0;Non;Non;;;;;;41 boulevard Ornano;118;13.0;6946;41;;BD;ORNANO;6946-41;;18.0;70.0;0;"{""type"": ""Point"", ""coordinates"": [2.346594555788509, 48.89499054292295]}";48.8949905429,2.34659455579
90.0;EDP;3;;Place Louis Lépine;75.0;75004;Borne-fontaine;1.0;Non;;Oui;Oui;;;;pl Louis Lepine;104;4.0;5794;1;;PL;LOUIS LEPINE;5794-1;numnr;4.0;16.0;1;"{""type"": ""Point"", ""coordinates"": [2.347785495648601, 48.85507449937722]}";48.8550744994,2.34778549565
611.0;DEVE;;Square Paul-Grimaud;20 rue de la Fontaine-à-Mulard;75.0;75013;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;20 rue de la Fontaine a Mulard;113;4.0;3715;20;;RUE;FONTAINE A MULARD;3715-20;;13.0;51.0;1;"{""type"": ""Point"", ""coordinates"": [2.347933512466848, 48.82305577497016]}";48.823055775,2.34793351247
178.0;DDEEES;;Marché Monge;23 rue Gracieuse;75.0;75005;Borne marché;1.0;Non;Non;;;;;;23 rue Gracieuse;105;13.0;4259;23;;RUE;GRACIEUSE;4259-23;;5.0;18.0;0;"{""type"": ""Point"", ""coordinates"": [2.351531239200797, 48.842957591995045]}";48.842957592,2.3515312392
50.0;DVD;2/102;;85 Boulevard Sébastopol;75.0;75002;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;85 Boulevard Sebastopol;102;14.0;8894;85;;BD;SEBASTOPOL;8894-85;;2.0;8.0;1;"{""type"": ""Point"", ""coordinates"": [2.351619834873829, 48.86498618366915]}";48.8649861837,2.35161983487
33.0;DEVE;;Square Jacques-Bidault;Rue de la Lune;75.0;75002;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;Rue de la Lune;102;4.0;5850;1;;RUE;LUNE;5850-1;numnr;2.0;8.0;1;"{""type"": ""Point"", ""coordinates"": [2.350060168500529, 48.869947233708125]}";48.8699472337,2.3500601685
684.0;DDEEES;;Marché Auguste Blanqui;23 boulevard Auguste Blanqui;75.0;75013;Borne marché;1.0;Non;Non;;;;;;23 boulevard Auguste Blanqui;113;13.0;0541;23;;BD;AUGUSTE BLANQUI;0541-23;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.353045040469488, 48.83061433228894]}";48.8306143323,2.35304504047
68.0;DEVE;14;Font côté rue Salomon de Causse;98 bis boulevard de Sébastopol;75.0;75003;Fontaine ornementale;1.0;;;;;;;;98 bis boulevard de Sebastopol;103;12.0;8894;98;B;BD;SEBASTOPOL;8894-98B;;3.0;9.0;0;"{""type"": ""Point"", ""coordinates"": [2.353614821030237, 48.86701936441132]}";48.8670193644,2.35361482103
137.0;DEVE;;Square Théodore Monod;10 rue Scipion;75.0;75005;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;10 rue Scipion;105;7.0;8884;10;;RUE;SCIPION;8884-10;;5.0;18.0;1;"{""type"": ""Point"", ""coordinates"": [2.353832744695089, 48.838722657285146]}";48.8387226573,2.3538327447
146.0;DEVE;;Square Robert-Montagne;Place du Puits de l'Ermite;75.0;75005;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;pl du Puits de l Ermite;105;7.0;7886;1;;PL;PUITS DE L ERMITE;7886-1;numnr;5.0;18.0;1;"{""type"": ""Point"", ""coordinates"": [2.354532454429471, 48.84237090309362]}";48.8423709031,2.35453245443
172.0;DEVE;;Fontaine du Maroc;Place du puits de l'Ermite;75.0;75005;Fontaine ornementale;1.0;;;Oui;Non;;;Transférée de la DPA en février 2014;pl du puits de l Ermite;105;12.0;7886;1;;PL;PUITS DE L ERMITE;7886-1;numnr;5.0;18.0;0;"{""type"": ""Point"", ""coordinates"": [2.354339715461316, 48.84217773126928]}";48.8421777313,2.35433971546
1183.0;DVD;18/110;;1 Rue Polonceau;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;1 Rue Polonceau;118;14.0;7580;1;;RUE;POLONCEAU;7580-1;;18.0;71.0;1;"{""type"": ""Point"", ""coordinates"": [2.354709870351531, 48.885087610688224]}";48.8850876107,2.35470987035
116.0;DDEEES;;Marché Baudoyer;Place Baudoyer;75.0;75004;Borne marché;1.0;Non;Non;;;;;;pl Baudoyer;104;13.0;0731;1;;PL;BAUDOYER;0731-1;numnr;4.0;14.0;0;"{""type"": ""Point"", ""coordinates"": [2.355423242322527, 48.856307119720604]}";48.8563071197,2.35542324232
157.0;DPA;22;Fontaine Jussieu;1 place Jussieu;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;1 place Jussieu;105;12.0;5129;1;;PL;JUSSIEU;5129-1;;5.0;17.0;0;"{""type"": ""Point"", ""coordinates"": [2.35463181280155, 48.84623985559612]}";48.8462398556,2.3546318128
60.0;DPA;10;Fontaine publique des Haudriettes;1 rue des Haudriettes;75.0;75003;Modèle spécifique;1.0;Non;Oui;Oui;Non;;;;1 rue des Haudriettes;103;7.0;4483;1;;RUE;HAUDRIETTES;4483-1;;3.0;12.0;1;"{""type"": ""Point"", ""coordinates"": [2.35794061419799, 48.86122172806066]}";48.8612217281,2.3579406142
679.0;DDEEES;;Marché Maison Blanche;132 avenue d'Italie;75.0;75013;Borne marché;1.0;Non;Non;;;;;;132 avenue d Italie;113;13.0;4754;132;;AV;ITALIE;4754-132;;13.0;51.0;0;"{""type"": ""Point"", ""coordinates"": [2.358009314690169, 48.823415584836]}";48.8234155848,2.35800931469
1213.0;DVD;18/109;;87/89 rue de la Chapelle;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;87 rue de la Chapelle;118;14.0;1769;87;;RUE;CHAPELLE;1769-87;;18.0;71.0;1;"{""type"": ""Point"", ""coordinates"": [2.35863583610278, 48.897711284227015]}";48.8977112842,2.3586358361
378.0;DVD;10/115;;148 Rue du Faubourg Saint Martin;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;148 Rue du Faubourg Saint Martin;110;14.0;3522;148;;RUE;FAUBOURG SAINT MARTIN;3522-148;;10.0;40.0;1;"{""type"": ""Point"", ""coordinates"": [2.360812894060184, 48.87586582482862]}";48.8758658248,2.36081289406
382.0;DVD;10/111;;2 Avenue Richerand;75.0;75010;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;2 Avenue Richerand;110;14.0;8220;2;;AV;RICHERAND;8220-2;;10.0;39.0;1;"{""type"": ""Point"", ""coordinates"": [2.365508348932129, 48.871836140254594]}";48.8718361403,2.36550834893
54.0;DEVE;;Jardin Îlot Saint-Gilles-Grand Veneur;14 rue de Villehardouin;75.0;75003;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;14 rue de Villehardouin;103;4.0;9828;14;;RUE;VILLEHARDOUIN;9828-14;;3.0;11.0;1;"{""type"": ""Point"", ""coordinates"": [2.36516446504063, 48.85930708391296]}";48.8593070839,2.36516446504
1229.0;DEVE;;Square Claude Bernard;176 boulevard Macdonald;75.0;75019;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;176 boulevard Macdonald;119;4.0;5876;176;;BD;MACDONALD;5876-176;;19.0;74.0;1;"{""type"": ""Point"", ""coordinates"": [2.37540385877036, 48.89930987502828]}";48.899309875,2.37540385877
601.0;DEVE;;Square Boutroux;1 avenue Boutroux;75.0;75013;Applique;1.0;Non;Non;Non;Non;Oui;Oui;;1 avenue Boutroux;113;2.0;1231;1;;AV;BOUTROUX;1231-1;;13.0;50.0;1;"{""type"": ""Point"", ""coordinates"": [2.377553807164908, 48.82260968135735]}";48.8226096814,2.37755380716
484.0;DVD;11/138;;Place du Père Chaillet;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl du Pere Chaillet;111;14.0;7249;1;;PL;PERE CHAILLET;7249-1;numnr;11.0;43.0;1;"{""type"": ""Point"", ""coordinates"": [2.379377616103244, 48.85711937839861]}";48.8571193784,2.3793776161
471.0;DVD;11/106;;195 Boulevard Voltaire;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;195 Boulevard Voltaire;111;14.0;9907;195;;BD;VOLTAIRE;9907-195;;11.0;44.0;1;"{""type"": ""Point"", ""coordinates"": [2.388027304620421, 48.85328313566745]}";48.8532831357,2.38802730462
1336.0;DEVE;;Square du Docteur Grancher;9 rue de la Bidassoa;75.0;75020;Borne-fontaine;1.0;Non;Non;Non;;Oui;Oui;;9 rue de la Bidassoa;120;4.0;0954;9;;RUE;BIDASSOA;0954-9;;20.0;79.0;1;"{""type"": ""Point"", ""coordinates"": [2.39358857274576, 48.865557039843985]}";48.8655570398,2.39358857275
582.0;DVD;12/121;;16 Place de la Nation;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;16 Place de la Nation;112;14.0;6685;16;;PL;NATION;6685-16;;12.0;46.0;1;"{""type"": ""Point"", ""coordinates"": [2.395292623881718, 48.84739133895804]}";48.847391339,2.39529262388
1360.0;DEVE;157;Fontaine;149 rue de Ménilmontant;75.0;75020;Fontaine ornementale;1.0;;;;;;;;149 rue de Menilmontant;120;12.0;6270;149;;RUE;MENILMONTANT;6270-149;;20.0;78.0;0;"{""type"": ""Point"", ""coordinates"": [2.397101516830618, 48.87066433879463]}";48.8706643388,2.39710151683
1343.0;DEVE;;Square Belleville-Télégraphe;246 rue de Belleville;75.0;75020;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;246 rue de Belleville;120;7.0;0833;246;;RUE;BELLEVILLE;0833-246;;20.0;78.0;1;"{""type"": ""Point"", ""coordinates"": [2.399279272428851, 48.87531808891439]}";48.8753180889,2.39927927243
1405.0;DVD;20/152;;3 Rue Belgrand;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;3 Rue Belgrand;120;14.0;0817;3;;RUE;BELGRAND;0817-3;;20.0;79.0;1;"{""type"": ""Point"", ""coordinates"": [2.400376452227789, 48.864963020631976]}";48.8649630206,2.40037645223
552.0;DDEEES;;Marché Cours de Vincennes;26 Cours de Vincennes;75.0;75012;Borne marché;1.0;Non;Non;;;;;;26 crs de Vincennes;112;13.0;9850;26;;CRS;VINCENNES;9850-26;;12.0;45.0;0;"{""type"": ""Point"", ""coordinates"": [2.401425401176999, 48.84773030509556]}";48.8477303051,2.40142540118
1391.0;DDEEES;;Marché Belgrand;Rue de la Chine côté Gambetta;75.0;75020;Borne marché;1.0;Non;Non;;;;;;Rue de la Chine;120;13.0;2010;1;;RUE;CHINE;2010-1;numnr;20.0;79.0;0;"{""type"": ""Point"", ""coordinates"": [2.400986034757354, 48.86510399413931]}";48.8651039941,2.40098603476
1369.0;DPA;79;Fontaine des Grès;Place des grès;75.0;75020;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Non;non accessible;pl des gres;120;12.0;4324;1;;PL;GRES;4324-1;numnr;20.0;80.0;0;"{""type"": ""Point"", ""coordinates"": [2.405806008824504, 48.85900685711613]}";48.8590068571,2.40580600882
1342.0;DEVE;;Jardin de l'hospice Debrousse;148 rue de Bagnolet;75.0;75020;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;148 rue de Bagnolet;120;7.0;0626;148;;RUE;BAGNOLET;0626-148;;20.0;80.0;1;"{""type"": ""Point"", ""coordinates"": [2.406429575391397, 48.86185828046931]}";48.8618582805,2.40642957539
1323.0;DEVE;;Square Emmanuel-Fleury;40 rue Le Vau;75.0;75020;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;40 rue Le Vau;120;4.0;5633;40;;RUE;LE VAU;5633-40;;20.0;78.0;1;"{""type"": ""Point"", ""coordinates"": [2.411639247027287, 48.870672297808895]}";48.8706722978,2.41163924703
649.0;EDP;49;;Place Jean Delay;75.0;75013;Wallace;1.0;Non;;Oui;Non;;;;pl Jean Delay;113;11.0;4878;1;;PL;JEAN DELAY;4878-1;prob;0.0;0.0;1;"{""type"": ""Point"", ""coordinates"": [2.354256748837793, 48.8232776738006]}";48.8232776738,2.35425674884
1198.0;DVD;18/134;;172 Boulevard Ney;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;172 Boulevard Ney;118;14.0;6743;172;;BD;NEY;6743-172;prob;0.0;0.0;1;"{""type"": ""Point"", ""coordinates"": [2.329386827063185, 48.89787467851129]}";48.8978746785,2.32938682706
1368.0;DPA;81;;Place de la Réunion;75.0;75020;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;pl de la Reunion;120;12.0;8179;1;;PL;REUNION;8179-1;prob;0.0;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.400492100960986, 48.855644178431454]}";48.8556441784,2.40049210096
1040.0;DVD;16/137;;Parc des Princes;75.0;75016;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;Parc des Princes;116;14.0;?;2;;#N/A;#N/A;?-2;prob;0.0;0.0;1;"{""type"": ""Point"", ""coordinates"": [2.255017075797038, 48.841436275094466]}";48.8414362751,2.2550170758
1008.0;DEVE;135 - 135 bis;;Route de Sèvres;75.0;75016;Fontaine ornementale;2.0;;;;;;;;Route de Sevres;116;12.0;?;2;;#N/A;#N/A;?-2;prob;0.0;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.24845098708864, 48.872160811006765]}";48.872160811,2.24845098709
1058.0;DEVE;;Promenade Bernard Lafay;Promenade Bernard Lafay;75.0;75017;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;Promenade Bernard Lafay;117;4.0;?;2;;#N/A;#N/A;?-2;prob;0.0;0.0;1;"{""type"": ""Point"", ""coordinates"": [2.295543143350206, 48.88907624207574]}";48.8890762421,2.29554314335
882.0;DEVE;118;Coursier et buffet d’eau F;2 rue de la Montagne de la Fage;75.0;75015;Fontaine ornementale;1.0;;;;;;;;2 rue de la Montagne de la Fage;115;12.0;6455;2;;RUE;MONTAGNE DE LA FAGE;6455-2;;15.0;60.0;0;"{""type"": ""Point"", ""coordinates"": [2.273978863802501, 48.84151171282668]}";48.8415117128,2.2739788638
1054.0;DEVE;;Square de l'Amerique latine;8 place de la Porte de Champerret;75.0;75017;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;8 place de la Porte de Champerret;117;4.0;7650;8;;PL;PORTE DE CHAMPERRET;7650-8;;17.0;65.0;1;"{""type"": ""Point"", ""coordinates"": [2.289935861896771, 48.88611541824929]}";48.8861154182,2.2899358619
1085.0;DDEEES;;Marché Berthier;1 boulevard de Reims;75.0;75017;Borne marché;1.0;Non;Non;;;;;;1 boulevard de Reims;117;13.0;8108;1;;BD;REIMS;8108-1;;17.0;66.0;0;"{""type"": ""Point"", ""coordinates"": [2.301370487203077, 48.891550803901474]}";48.8915508039,2.3013704872
247.0;EDP;8;;81 quai d'Orsay;75.0;75007;Totem;1.0;Non;Non;Oui;Non;;;;81 quai d Orsay;107;10.0;6952;81;;QU;ORSAY;6952-81;;7.0;28.0;1;"{""type"": ""Point"", ""coordinates"": [2.303916942139954, 48.86262197234864]}";48.8626219723,2.30391694214
786.0;DDEEES;;Marché Brune;67-69 boulevard Brune;75.0;75014;Borne marché;1.0;Non;Non;;;;;;67 bd Brune;114;13.0;1333;67;;BD;BRUNE;1333-67;;14.0;56.0;0;"{""type"": ""Point"", ""coordinates"": [2.311403353938437, 48.82631494613467]}";48.8263149461,2.31140335394
254.0;DEVE;30;Bassin;20 avenue de Breteuil;75.0;75007;Fontaine ornementale;1.0;;;;;;;;20 avenue de Breteuil;107;12.0;1277;20;;AV;BRETEUIL;1277-20;;7.0;27.0;0;"{""type"": ""Point"", ""coordinates"": [2.312146947980288, 48.85234579041879]}";48.8523457904,2.31214694798
841.0;EDP;19;;37 bd Pasteur;75.0;75015;Borne-fontaine;1.0;Non;;Oui;Oui;;;;37 bd Pasteur;115;4.0;7089;37;;BD;PASTEUR;7089-37;;15.0;58.0;1;"{""type"": ""Point"", ""coordinates"": [2.312893462173977, 48.84274504350037]}";48.8427450435,2.31289346217
293.0;DEVE;41;Bassin partie Française Ouest;5 avenue des Champs-Elysées;75.0;75008;Fontaine ornementale;1.0;;;;;;;;5 avenue des Champs Elysees;108;12.0;1733;5;;AV;CHAMPS ELYSEES;1733-5;;8.0;29.0;0;"{""type"": ""Point"", ""coordinates"": [2.31234159366894, 48.86779151051898]}";48.8677915105,2.31234159367
294.0;DEVE;46;Fontaine de la Grille du Coq;5 avenue des Champs-Elysées;75.0;75008;Fontaine ornementale;1.0;;;;;;;;5 avenue des Champs Elysees;108;12.0;1733;5;;AV;CHAMPS ELYSEES;1733-5;;8.0;29.0;0;"{""type"": ""Point"", ""coordinates"": [2.315415780906287, 48.866825087074325]}";48.8668250871,2.31541578091
1072.0;EDP;78;;75 place du Dr Félix Lobligeois;75.0;75017;Wallace;1.0;Non;;Oui;Non;;;;75 place du Dr Felix Lobligeois;117;11.0;2828;75;;PL;DOCTEUR FELIX LOBLIGEOIS;2828-75;;17.0;67.0;1;"{""type"": ""Point"", ""coordinates"": [2.317468031587318, 48.886824071882344]}";48.8868240719,2.31746803159
744.0;DEVE;;Square du Chanoine-Viollet;72 rue du Moulin-Vert;75.0;75014;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;72 rue du Moulin Vert;114;4.0;6606;72;;RUE;MOULIN VERT;6606-72;;14.0;56.0;1;"{""type"": ""Point"", ""coordinates"": [2.320316689856991, 48.83141487894968]}";48.8314148789,2.32031668986
270.0;DVD;7/127;;40 Rue de Sèvres;75.0;75007;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;40 Rue de Sevres;107;14.0;8955;40;;RUE;SEVRES;8955-40;;7.0;25.0;1;"{""type"": ""Point"", ""coordinates"": [2.322653033546977, 48.849823782833205]}";48.8498237828,2.32265303355
785.0;DDEEES;;Marché Edgar Quinet;66 boulevard Edgar Quinet;75.0;75014;Borne marché;1.0;Non;Non;;;;;;66 boulevard Edgar Quinet;114;13.0;3116;66;;BD;EDGAR QUINET;3116-66;;14.0;53.0;0;"{""type"": ""Point"", ""coordinates"": [2.323896551529973, 48.841699805580646]}";48.8416998056,2.32389655153
755.0;DEVE;;Square du Serment-de-Koufra;rue de la Légion Etrangère;75.0;75014;Modèle spécifique;1.0;Non;Non;Non;Oui;Oui;Oui;;rue de la Legion Etrangere;114;7.0;5476;1;;RUE;LEGION ETRANGERE;5476-1;numnr;14.0;55.0;1;"{""type"": ""Point"", ""coordinates"": [2.323114423213526, 48.821460539657764]}";48.8214605397,2.32311442321
1069.0;EDP;74;;12 boulevard des Batignolles;75.0;75017;Wallace;1.0;Non;;Oui;Non;;;;12 boulevard des Batignolles;117;11.0;0719;12;;BD;BATIGNOLLES;0719-12;;17.0;67.0;1;"{""type"": ""Point"", ""coordinates"": [2.326102534350413, 48.883310542821846]}";48.8833105428,2.32610253435
749.0;DEVE;;Square Ferdinand-Brunot;place Ferdinand-Brunot;75.0;75014;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;pl Ferdinand Brunot;114;4.0;3577;1;;PL;FERDINAND BRUNOT;3577-1;numnr;14.0;55.0;1;"{""type"": ""Point"", ""coordinates"": [2.326726852489292, 48.83256944079784]}";48.8325694408,2.32672685249
1170.0;DDEEES;;Marché Ney;146 boulevard Ney;75.0;75018;Borne marché;1.0;Non;Non;;;;;;146 boulevard Ney;118;13.0;6743;146;;BD;NEY;6743-146;;18.0;69.0;0;"{""type"": ""Point"", ""coordinates"": [2.336693499910538, 48.89797463692705]}";48.8979746369,2.33669349991
1199.0;DVD;18/139;;2 Rue Marcel Sembat;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Non;"La configuration des lieux a conduit à ne pas ouvrir la fontaine.
D'autre part, la sanisette est actuellement fermée";2 Rue Marcel Sembat;118;14.0;6009;2;;RUE;MARCEL SEMBAT;6009-2;;18.0;69.0;1;"{""type"": ""Point"", ""coordinates"": [2.337887986276026, 48.89901843145141]}";48.8990184315,2.33788798628
