,X,Y,X_dms,Y-dms,primaryind,nummer,brunnenart,historisch,wasserart_,bezeichnun,qid
790,8.564877624,47.36490627,"E8°33'53.55","N47°21'53.66",791,1038,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Altersheim,
791,8.478438101,47.38398148,"E8°28'42.37","N47°23'2.333",792,1040,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Schulhaus Buchlern,
792,8.479289227,47.38402266,"E8°28'45.44","N47°23'2.481",793,1039,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Schulhaus Buchlern,
793,8.529368412,47.41246091,"E8°31'45.72","N47°24'44.85",794,1043,privater Brunnen,1981,Verteilnetz,,
794,8.567256863,47.40250254,"E8°34'2.124","N47°24'9.009",795,1044,Brunnen mit eigener Versorgung,,eigene Versorgung,,
795,8.488122715,47.39837085,"E8°29'17.24","N47°23'54.13",796,1047,Brunnen in städtischer Liegenschaft,1981,Verteilnetz,bei Pumpwerk Fischerweg,Q27230131
796,8.500882192,47.39422663,"E8°30'3.175","N47°23'39.21",797,1051,Brunnen in städtischer Liegenschaft,1981,Verteilnetz,oberhalb Anreicherungsbecken 2,Q27229849
797,8.510067593,47.36909592,"E8°30'36.24","N47°22'8.745",798,1052,Brunnen mit eigener Versorgung,1981,Quellwasser,Ueberbauung Heuried,
798,8.519496083,47.36417388,"E8°31'10.18","N47°21'51.02",799,1053,Brunnen mit eigener Versorgung,1981,Quellwasser,,
799,8.527913645,47.372392,"E8°31'40.48","N47°22'20.61",800,1055,privater Brunnen,1981,Verteilnetz,,
800,8.521598318,47.33941579,"E8°31'17.75","N47°20'21.89",801,1058,Brunnen mit eigener Versorgung,,Quellwasser,,
801,8.480496346,47.41203291,"E8°28'49.78","N47°24'43.31",802,1062,privater Brunnen,1981,Verteilnetz,,
802,8.548089021,47.37473132,"E8°32'53.12","N47°22'29.03",803,1071,privater Brunnen,,Verteilnetz,Eingang Universität Zürich,
803,8.543440318,47.37730809,"E8°32'36.38","N47°22'38.30",804,1074,privater Brunnen,1983,Verteilnetz,Haus Publicitas,
804,8.510207765,47.42507135,"E8°30'36.74","N47°25'30.25",805,1085,Brunnen in städtischer Liegenschaft,1983,Verteilnetz,Gemeinschaftszentrum Pro Juventute,
805,8.547417538,47.36724989,"E8°32'50.70","N47°22'2.099",806,1086,öffentlicher Brunnen,1983,Verteilnetz,Stadelhofer-Passage,
806,8.506897628,47.40163614,"E8°30'24.83","N47°24'5.890",807,1095,Brunnen in städtischer Liegenschaft,1983,Verteilnetz,,
807,8.548288105,47.39738287,"E8°32'53.83","N47°23'50.57",808,1098,privater Brunnen,1984,Verteilnetz,Universität Strickhof,
808,8.60247333,47.35492836,"E8°36'8.903","N47°21'17.74",809,1099,Brunnen in städtischer Liegenschaft,1984,Verteilnetz,Krankenheim Witikon,
809,8.517345215,47.39517506,"E8°31'2.442","N47°23'42.63",810,1100.2,Brunnen in städtischer Liegenschaft,1984,Verteilnetz,Altersheim Sydefädeli,
810,8.517615473,47.39543122,"E8°31'3.415","N47°23'43.55",811,1100.1,Brunnen in städtischer Liegenschaft,1984,Verteilnetz,Altersheim Sydefädeli,
811,8.509680617,47.38255295,"E8°30'34.85","N47°22'57.19",812,1106,Brunnen in städtischer Liegenschaft,1984,Verteilnetz,Schulhaus Hardau,
812,8.482266928,47.40944886,"E8°28'56.16","N47°24'34.01",813,1108,privater Brunnen,1985,Verteilnetz,,
813,8.487568086,47.3913066,"E8°29'15.24","N47°23'28.70",814,1115.2,privater Brunnen,1986,Verteilnetz,IBM,
814,8.487390747,47.3913542,"E8°29'14.60","N47°23'28.87",815,1115.1,privater Brunnen,1986,Verteilnetz,IBM,
815,8.535807183,47.40800046,"E8°32'8.905","N47°24'28.80",816,1116.2,Brunnen in städtischer Liegenschaft,1986,Verteilnetz,Sportplatz,
816,8.533184084,47.40799905,"E8°31'59.46","N47°24'28.79",817,1116.1,Brunnen in städtischer Liegenschaft,1986,Verteilnetz,Sportplatz,
817,8.573290385,47.35571086,"E8°34'23.84","N47°21'20.55",818,1129,öffentlicher Brunnen,1988,Verteilnetz,,
818,8.563241406,47.41527891,"E8°33'47.66","N47°24'55.00",819,1135,Brunnen in städtischer Liegenschaft,1988,Verteilnetz,,
819,8.486029861,47.37042966,"E8°29'9.707","N47°22'13.54",820,1136,privater Brunnen,1988,Verteilnetz,,
820,8.499262773,47.36017505,"E8°29'57.34","N47°21'36.63",821,1137.2,privater Brunnen,1988,Verteilnetz,,
821,8.499631315,47.36000626,"E8°29'58.67","N47°21'36.02",822,1137.1,privater Brunnen,1988,Verteilnetz,,
822,8.510241503,47.36476373,"E8°30'36.86","N47°21'53.14",823,1138,privater Brunnen,1988,Verteilnetz,Altersheim Tiergarten,
823,8.475375877,47.41351911,"E8°28'31.35","N47°24'48.66",824,1139,privater Brunnen,1988,Verteilnetz,Rütihof,
824,8.559488337,47.35681911,"E8°33'34.15","N47°21'24.54",825,1143,Brunnen in städtischer Liegenschaft,1989,Verteilnetz,Patumbah-Park,
825,8.573976737,47.38321068,"E8°34'26.31","N47°22'59.55",826,1144,privater Brunnen,1989,Verteilnetz,,
826,8.562831614,47.37615249,"E8°33'46.19","N47°22'34.14",827,1146,privater Brunnen,1990,Verteilnetz,,
827,8.496646491,47.40170295,"E8°29'47.92","N47°24'6.130",828,1147,Brunnen in städtischer Liegenschaft,1990,Verteilnetz,,
828,8.558412425,47.3820506,"E8°33'30.28","N47°22'55.38",829,1154,Brunnen in städtischer Liegenschaft,1991,Verteilnetz,ehemaliges Reservoir Schlössli,
829,8.491019274,47.38973612,"E8°29'27.66","N47°23'23.05",830,1156,privater Brunnen,1991,Verteilnetz,Im Hofe,
830,8.49627976,47.38664077,"E8°29'46.60","N47°23'11.90",831,1164,privater Brunnen,1992,Verteilnetz,,
831,8.547183195,47.39314329,"E8°32'49.85","N47°23'35.31",832,1166,Brunnen in städtischer Liegenschaft,1971,Verteilnetz,Altersheim Oberstrass,
832,8.545913278,47.38113798,"E8°32'45.28","N47°22'52.09",833,1169,privater Brunnen,1993,Verteilnetz,,
833,8.491908912,47.376225,"E8°29'30.87","N47°22'34.40",834,1084,privater Brunnen,1983,Verteilnetz,bei Kirche,
834,8.571425958,47.34709953,"E8°34'17.13","N47°20'49.55",835,1171,privater Brunnen,1993,Verteilnetz,Epilepsie-Klinik,
835,8.552586073,47.38074617,"E8°33'9.309","N47°22'50.68",836,1173,Brunnen in städtischer Liegenschaft,1994,Verteilnetz,,
836,8.542050907,47.41682704,"E8°32'31.38","N47°25'0.577",837,1174,privater Brunnen,1994,Verteilnetz,,
837,8.504825334,47.36087953,"E8°30'17.37","N47°21'39.16",838,1175,privater Brunnen,1994,Verteilnetz,,
838,8.537427717,47.37015571,"E8°32'14.73","N47°22'12.56",839,1178,privater Brunnen,1982,Verteilnetz,,
839,8.544083275,47.40970784,"E8°32'38.69","N47°24'34.94",840,1179,privater Brunnen,1995,Verteilnetz,,
840,8.549256211,47.37948208,"E8°32'57.32","N47°22'46.13",841,1180,privater Brunnen,1985,Verteilnetz,"Eingang Neurologie, Seite Spöndlistrasse",
841,8.550967222,47.37821498,"E8°33'3.481","N47°22'41.57",842,1181,privater Brunnen,1985,Verteilnetz,,
842,8.537091647,47.37904893,"E8°32'13.52","N47°22'44.57",843,1183.3,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
843,8.537019003,47.3789015,"E8°32'13.26","N47°22'44.04",844,1183.5,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
844,8.536937238,47.37876125,"E8°32'12.97","N47°22'43.54",845,1183.7,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
845,8.536851627,47.37862199,"E8°32'12.66","N47°22'43.03",846,1183.9,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
846,8.536768442,47.37847641,"E8°32'12.36","N47°22'42.51",847,1183.11,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
847,8.536687052,47.37833501,"E8°32'12.07","N47°22'42.00",848,1183.13,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
848,8.536606855,47.3782046,"E8°32'11.78","N47°22'41.53",849,1183.15,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
849,8.538040949,47.37813116,"E8°32'16.94","N47°22'41.27",850,1183.12,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
850,8.538119519,47.37827439,"E8°32'17.23","N47°22'41.78",851,1183.1,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
851,8.538210427,47.37841671,"E8°32'17.55","N47°22'42.30",852,1183.8,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
852,8.538294392,47.37856525,"E8°32'17.85","N47°22'42.83",853,1183.6,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
853,8.5383801,47.37870902,"E8°32'18.16","N47°22'43.35",854,1183.4,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
854,8.538455654,47.3788369,"E8°32'18.44","N47°22'43.81",855,1183.2,privater Brunnen,1992,Verteilnetz,Perronanlage Hauptbahnhof,
855,8.535883474,47.36773324,"E8°32'9.180","N47°22'3.839",856,1184,privater Brunnen,,Verteilnetz,Wasserspiel Elvia-Versicherung,
856,8.596376654,47.35409504,"E8°35'46.95","N47°21'14.74",857,1185,privater Brunnen,1995,Verteilnetz,,
857,8.584146601,47.36168064,"E8°35'2.927","N47°21'42.05",858,1187,Brunnen in städtischer Liegenschaft,1996,Verteilnetz,Freizeitanlage Buchholz,
858,8.479065974,47.41221537,"E8°28'44.63","N47°24'43.97",859,1188,Brunnen in städtischer Liegenschaft,1995,Verteilnetz,Schulhaus,
859,8.512354143,47.33246092,"E8°30'44.47","N47°19'56.85",860,1190,Brunnen in städtischer Liegenschaft,1990,Verteilnetz,Friedhof,Q27230135
860,8.477108661,47.38070464,"E8°28'37.59","N47°22'50.53",861,1191,Brunnen in städtischer Liegenschaft,1997,Verteilnetz,Sportanlage Buchlern,
861,8.535110259,47.34241179,"E8°32'6.396","N47°20'32.68",862,1192,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
862,8.505339991,47.39665651,"E8°30'19.22","N47°23'47.96",863,1193,privater Brunnen,1997,Verteilnetz,,
863,8.53235818,47.37054893,"E8°31'56.48","N47°22'13.97",864,1196,Brunnen in städtischer Liegenschaft,1999,Verteilnetz,,
864,8.503227771,47.36737991,"E8°30'11.61","N47°22'2.567",865,1198,Brunnen in städtischer Liegenschaft,,Verteilnetz,GZ Heuried,
865,8.488451647,47.38248042,"E8°29'18.42","N47°22'56.92",866,1199,privater Brunnen,1999,Verteilnetz,,
866,8.495830513,47.36546511,"E8°29'44.98","N47°21'55.67",867,1202.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,"Stadtspital Triemli, Maternité. Trinkbrunnen",
867,8.497739062,47.36558284,"E8°29'51.86","N47°21'56.09",868,1202.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,"Stadtspital Triemli, Spital",
868,8.497440516,47.36595043,"E8°29'50.78","N47°21'57.42",869,1202.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,"Stadtspital Triemli, Spital",
869,8.550581291,47.3762284,"E8°33'2.092","N47°22'34.42",870,1210,privater Brunnen,,Verteilnetz,Im Park,
870,8.497954859,47.37629668,"E8°29'52.63","N47°22'34.66",871,1215,privater Brunnen,2002,Verteilnetz,,
871,8.565797525,47.38157843,"E8°33'56.87","N47°22'53.68",872,1216,Brunnen in städtischer Liegenschaft,2002,Verteilnetz,Schulhaus Heubeeribüel,
872,8.561547448,47.38111834,"E8°33'41.57","N47°22'52.02",873,1217,privater Brunnen,,Verteilnetz,hinter 50,
873,8.512910896,47.3936875,"E8°30'46.47","N47°23'37.27",874,1218,privater Brunnen,2002,Verteilnetz,,
874,8.568256019,47.36562787,"E8°34'5.721","N47°21'56.26",875,1219,privater Brunnen,,Verteilnetz,,
875,8.51645426,47.39907446,"E8°30'59.23","N47°23'56.66",876,1222,Brunnen in städtischer Liegenschaft,2002,Verteilnetz,Krankenheim Käferberg,
876,8.53333127,47.41269683,"E8°31'59.99","N47°24'45.70",877,1224,öffentlicher Brunnen,2003,Quellwasser,Binzmühle-/Regina Kägi-Strasse,
877,8.546783533,47.38427915,"E8°32'48.42","N47°23'3.404",878,1227,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,Schulhaus Scherr,
878,8.558398179,47.37614481,"E8°33'30.23","N47°22'34.12",879,1234,Brunnen in städtischer Liegenschaft,,Quellwasser,Schulhaus Fluntern,
879,8.552613722,47.40996118,"E8°33'9.409","N47°24'35.86",880,1238,privater Brunnen,2004,Verteilnetz,Im Hof,
880,8.518980391,47.33348087,"E8°31'8.329","N47°20'0.531",881,133,öffentlicher Brunnen,1927,Verteilnetz,Station Leimbach,
881,8.524324312,47.36804647,"E8°31'27.56","N47°22'4.967",882,199.4,öffentlicher Brunnen,1931,Verteilnetz,,
882,8.54718152,47.3858828,"E8°32'49.85","N47°23'9.178",883,284,öffentlicher Brunnen,1928,Verteilnetz,Spielplatzanlage Oberstrasse,
883,8.539347532,47.39530718,"E8°32'21.65","N47°23'43.10",884,285,öffentlicher Brunnen,1928,Verteilnetz,Im Birkenhof,Q27229785
884,8.556332557,47.37662885,"E8°33'22.79","N47°22'35.86",885,364,öffentlicher Brunnen,1962,Verteilnetz,unterhalb Treppe Kirche Fluntern,
885,8.53996274,47.37712198,"E8°32'23.86","N47°22'37.63",886,38,öffentlicher Brunnen,1880,Verteilnetz,Alfred-Escher-Brunnen,Q27229673
886,8.505061813,47.39950191,"E8°30'18.22","N47°23'58.20",887,446,öffentlicher Brunnen,2000,Verteilnetz,Limmattalstrasse nach 111,
887,8.5407988,47.37527484,"E8°32'26.87","N47°22'30.98",888,47,öffentlicher Brunnen,1917,Verteilnetz,Felix und Regulabrunnen,
888,8.552737108,47.39509626,"E8°33'9.853","N47°23'42.34",889,509,öffentlicher Brunnen,1977,Verteilnetz,Wasserspiel über Reservoir,
889,8.544397919,47.3701115,"E8°32'39.83","N47°22'12.40",890,515,Brunnen in städtischer Liegenschaft,1964,Quellwasser,,
890,8.548463891,47.36861105,"E8°32'54.47","N47°22'6.999",891,516.1,privater Brunnen,1909,Verteilnetz,Höhere Töchterschule,
891,8.547790624,47.37367037,"E8°32'52.04","N47°22'25.21",892,517.3,Brunnen in städtischer Liegenschaft,1928,Quellwasser,Schulhaus Hirschengraben,
892,8.547481518,47.37383748,"E8°32'50.93","N47°22'25.81",893,517.2,Brunnen in städtischer Liegenschaft,1928,Quellwasser,Schulhaus Hirschengraben,
893,8.547347401,47.37378824,"E8°32'50.45","N47°22'25.63",894,517.1,Brunnen in städtischer Liegenschaft,1928,Quellwasser,Schulhaus Hirschengraben,
894,8.540597555,47.36668155,"E8°32'26.15","N47°22'0.053",895,52,öffentlicher Brunnen,1930,Verteilnetz,in der Anlage,Q27230182
895,8.548454941,47.37152762,"E8°32'54.43","N47°22'17.49",896,521,Brunnen in städtischer Liegenschaft,1935,Verteilnetz,Schulhaus Wolfbach,
896,8.546025391,47.37683164,"E8°32'45.69","N47°22'36.59",897,522,Brunnen in städtischer Liegenschaft,1998,Verteilnetz,Pfrundhaus,
897,8.546438442,47.37025809,"E8°32'47.17","N47°22'12.92",898,526,Brunnen in städtischer Liegenschaft,1913,Quellwasser,Villa Tobler,Q27230144
898,8.534126227,47.34105677,"E8°32'2.854","N47°20'27.80",899,529.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Wollishofen,
899,8.533833009,47.34176041,"E8°32'1.798","N47°20'30.33",900,529.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Wollishofen,
900,8.546774912,47.37092089,"E8°32'48.38","N47°22'15.31",901,53,öffentlicher Brunnen,1931,Verteilnetz,Manessebrunnen,
901,8.533633781,47.35727974,"E8°32'1.081","N47°21'26.20",902,533,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
902,8.529954564,47.36025423,"E8°31'47.83","N47°21'36.91",903,535.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Gabler,
903,8.526715981,47.34808303,"E8°31'36.17","N47°20'53.09",904,536,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Manegg,
904,8.526624528,47.34006277,"E8°31'35.84","N47°20'24.22",905,537,Brunnen in städtischer Liegenschaft,,Verteilnetz,beim Kindergarten,
905,8.517022126,47.33338985,"E8°31'1.279","N47°20'0.203",906,539,Brunnen in städtischer Liegenschaft,,Verteilnetz,beim Kindergarten,
906,8.533151007,47.33836497,"E8°31'59.34","N47°20'18.11",907,540,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulpavillon,
907,8.515475908,47.33356477,"E8°30'55.71","N47°20'0.833",908,541,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Schulhaus Leimbach Falletsche,
908,8.516317998,47.36846011,"E8°30'58.74","N47°22'6.456",909,547,Brunnen in städtischer Liegenschaft,1976,Verteilnetz,Schulhaus Bühl B,
909,8.516773474,47.37327763,"E8°31'0.384","N47°22'23.79",910,557,Brunnen in städtischer Liegenschaft,,Verteilnetz,Kindergartengebäude,
910,8.546578403,47.36828544,"E8°32'47.68","N47°22'5.827",911,56,öffentlicher Brunnen,1935,Verteilnetz,Waldmannbrunnen,Q27229948
911,8.503751672,47.37154458,"E8°30'13.50","N47°22'17.56",912,560,Brunnen in städtischer Liegenschaft,1949,Verteilnetz,Schulhaus Im Gut,
912,8.517081773,47.3653668,"E8°31'1.494","N47°21'55.32",913,561.2,Brunnen in städtischer Liegenschaft,1951,Verteilnetz,Schulhaus Rebhügel,
913,8.516656016,47.36614723,"E8°30'59.96","N47°21'58.13",914,561.1,Brunnen in städtischer Liegenschaft,1951,Verteilnetz,Schulhaus Rebhügel,
914,8.503554138,47.36835162,"E8°30'12.79","N47°22'6.065",915,562,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Kindergarten,
915,8.502830388,47.36822168,"E8°30'10.18","N47°22'5.598",916,563.1,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Schulhaus Küngenmatt,
916,8.505185162,47.3796847,"E8°30'18.66","N47°22'46.86",917,1236,Brunnen in städtischer Liegenschaft,,Verteilnetz,"Heiligfeld, Wasserspiel auf Spielplatz",
917,8.499487126,47.3641887,"E8°29'58.15","N47°21'51.07",918,565.2,Brunnen in städtischer Liegenschaft,1964,Verteilnetz,Schulhaus Döltschi,
918,8.500084101,47.36434329,"E8°30'0.302","N47°21'51.63",919,565.1,Brunnen in städtischer Liegenschaft,1964,Verteilnetz,Schulhaus Döltschi,
919,8.530580543,47.38482297,"E8°31'50.08","N47°23'5.362",920,576,Brunnen in städtischer Liegenschaft,1909,Verteilnetz,Im Hofe,
920,8.537483345,47.39589165,"E8°32'14.94","N47°23'45.20",921,586.1,Brunnen in städtischer Liegenschaft,1930,Verteilnetz,Schulhaus Milchbuck,
921,8.537925985,47.39567074,"E8°32'16.53","N47°23'44.41",922,586.2,Brunnen in städtischer Liegenschaft,1930,Verteilnetz,Schulhaus Milchbuck,
922,8.541802751,47.38789841,"E8°32'30.48","N47°23'16.43",923,588,Brunnen in städtischer Liegenschaft,1904,Verteilnetz,Schulhaus Turnerstrasse,
923,8.539287211,47.40219009,"E8°32'21.43","N47°24'7.884",924,592.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Allenmoos I,
924,8.540101644,47.40097998,"E8°32'24.36","N47°24'3.527",925,593.2,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Sportplatz Steinkluppe,
925,8.54061234,47.40115524,"E8°32'26.20","N47°24'4.158",926,593.1,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Sportplatz Steinkluppe,
926,8.548771225,47.38208765,"E8°32'55.57","N47°22'55.51",927,594,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Schulhaus Huttenstrasse,
927,8.565077184,47.36242002,"E8°33'54.27","N47°21'44.71",928,597,Brunnen in städtischer Liegenschaft,1938,Verteilnetz,Schulhaus Hofackerstrasse  Turnhalle,
928,8.554829822,47.36592588,"E8°33'17.38","N47°21'57.33",929,598,Brunnen in städtischer Liegenschaft,,Verteilnetz,Spielplatz,
929,8.556410531,47.36957,"E8°33'23.07","N47°22'10.45",930,599,Brunnen in städtischer Liegenschaft,,Verteilnetz,beim Kreisgebäude,
930,8.587540426,47.35687235,"E8°35'15.14","N47°21'24.74",931,600,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Langmatt,
931,8.569519846,47.35984315,"E8°34'10.27","N47°21'35.43",932,604,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Forchstrasse,
932,8.552312072,47.36811872,"E8°33'8.323","N47°22'5.227",933,605,Brunnen in städtischer Liegenschaft,,Verteilnetz,Gottfried Keller-Schulhaus,
933,8.581036735,47.40564107,"E8°34'51.73","N47°24'20.30",934,6051,Notwasserbrunnen,1984,Quellwasser,,
934,8.586862107,47.35701069,"E8°35'12.70","N47°21'25.23",935,607,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,Schulhaus Langmatt,
935,8.56540267,47.38166699,"E8°33'55.44","N47°22'54.00",936,608,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Heubeeribüel,
936,8.596786732,47.36137743,"E8°35'48.43","N47°21'40.95",937,610.1,Brunnen in städtischer Liegenschaft,1967,Verteilnetz,Schulhaus Looren A,
937,8.558869825,47.3608066,"E8°33'31.93","N47°21'38.90",938,612,Brunnen in städtischer Liegenschaft,,Verteilnetz,Anlagen bei der Kirchen,
938,8.553060999,47.35498214,"E8°33'11.01","N47°21'17.93",939,614,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulpavillon Hornbachstrasse,
939,8.577628336,47.35412424,"E8°34'39.46","N47°21'14.84",940,620,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Schulhaus Balgrist,
940,8.486385277,47.38596628,"E8°29'10.98","N47°23'9.478",941,624,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Altstetterstrasse,
941,8.543055859,47.36990175,"E8°32'35.00","N47°22'11.64",942,63,öffentlicher Brunnen,1942,Verteilnetz,beim Helmhaus,
942,8.481643461,47.39012099,"E8°28'53.91","N47°23'24.43",943,631,Brunnen in städtischer Liegenschaft,1954,Verteilnetz,"Schulhaus Herrlig, Kindergarten",
943,8.497180525,47.37090718,"E8°29'49.84","N47°22'15.26",944,633.3,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Letzi,
944,8.497539654,47.37065773,"E8°29'51.14","N47°22'14.36",945,633.2,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Letzi,
945,8.487935392,47.38429383,"E8°29'16.56","N47°23'3.457",946,634,privater Brunnen,1991,Verteilnetz,Spielplatz bei Kirche,Q27230018
946,8.521952924,47.39903597,"E8°31'19.03","N47°23'56.52",947,644,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,beim Kiosk,
947,8.490580296,47.40496818,"E8°29'26.08","N47°24'17.88",948,645.2,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Schulhaus Lachenzelg,
948,8.48927622,47.40538408,"E8°29'21.39","N47°24'19.38",949,645.1,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Schulhaus Lachenzelg,
949,8.489249482,47.40507634,"E8°29'21.29","N47°24'18.27",950,645.3,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Schulhaus Lachenzelg,
950,8.534758571,47.38548252,"E8°32'5.130","N47°23'7.737",951,646.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Badanstalt,
951,8.535403048,47.38510714,"E8°32'7.450","N47°23'6.385",952,646.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Badanstalt,
952,8.535617835,47.38496116,"E8°32'8.224","N47°23'5.860",953,646.3,Brunnen in städtischer Liegenschaft,,Verteilnetz,Badanstalt,
953,8.526740666,47.39479043,"E8°31'36.26","N47°23'41.24",954,648.2,Brunnen in städtischer Liegenschaft,1961,Verteilnetz,"Schulhaus Nordstrasse , Pausenplatz",
954,8.526565497,47.39498671,"E8°31'35.63","N47°23'41.95",955,648.1,Brunnen in städtischer Liegenschaft,1961,Verteilnetz,"Schulhaus Nordstrasse , Pausenplatz",
955,8.541510354,47.40786874,"E8°32'29.43","N47°24'28.32",956,653.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Gubel A und B,
956,8.544671378,47.4065402,"E8°32'40.81","N47°24'23.54",957,654,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Ligusterstrasse,
957,8.545073809,47.40822714,"E8°32'42.26","N47°24'29.61",958,659,Brunnen in städtischer Liegenschaft,,Verteilnetz,Gewerbeschulhaus Oerlikon,
958,8.554718114,47.40499486,"E8°33'16.98","N47°24'17.98",959,663,Brunnen in städtischer Liegenschaft,,Verteilnetz,Kindergarten,
959,8.57832498,47.40089208,"E8°34'41.96","N47°24'3.211",960,664,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulpavillon,
960,8.522624987,47.41183036,"E8°31'21.44","N47°24'42.58",961,666.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Käferholz,
961,8.567228731,47.40461107,"E8°34'2.023","N47°24'16.59",962,667,Brunnen in städtischer Liegenschaft,1947,Verteilnetz,Schulhaus Ahornstrasse 8,
962,8.512602838,47.41842224,"E8°30'45.37","N47°25'6.320",963,669,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Riedenhalden,
963,8.562242009,47.4082358,"E8°33'44.07","N47°24'29.64",964,670.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Saatlen,
964,8.562914872,47.40857856,"E8°33'46.49","N47°24'30.88",965,670.1,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Saatlen,
965,8.540081164,47.42703667,"E8°32'24.29","N47°25'37.33",966,672,Brunnen in städtischer Liegenschaft,1951,Verteilnetz,Schulhaus Buchwiesen,
966,8.576976601,47.40148113,"E8°34'37.11","N47°24'5.332",967,673,Brunnen in städtischer Liegenschaft,1951,Verteilnetz,Schulhaus Probstei,
967,8.551395259,47.42576687,"E8°33'5.022","N47°25'32.76",968,674.1,Brunnen in städtischer Liegenschaft,1953,Verteilnetz,Schulhaus Kolbenacker,
968,8.56601957,47.40462387,"E8°33'57.67","N47°24'16.64",969,678,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Luegisland,
969,8.54911009,47.37622293,"E8°32'56.79","N47°22'34.40",970,910,privater Brunnen,,Verteilnetz,,
970,8.588607108,47.39864244,"E8°35'18.98","N47°23'55.11",971,680,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Mattenhof,
971,8.588325398,47.39378696,"E8°35'17.97","N47°23'37.63",972,682,Brunnen in städtischer Liegenschaft,,Verteilnetz,Gfellergut,
972,8.521006936,47.41481177,"E8°31'15.62","N47°24'53.32",973,684,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Hürstholz,
973,8.511945531,47.41909699,"E8°30'43.00","N47°25'8.749",974,686.2,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Schulhaus Riedenhalde B,
974,8.512315591,47.41923241,"E8°30'44.33","N47°25'9.236",975,686.3,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Schulhaus Riedenhalde B,
975,8.511256036,47.41948979,"E8°30'40.52","N47°25'10.16",976,686.1,Brunnen in städtischer Liegenschaft,1959,Verteilnetz,Schulhaus Riedenhalde B,
